CareerStage,IndustryCluster,CareerPath,JobTitle,JobSOCCode,EntryLevelWage,AverageWage,Skills,MatchScore
"LATER,Education,Instruction,""Art, Drama, and Music Teachers, Postsecondary"",25-1121,53830,78930",,,,,,,"['Critical Thinking', 'Organizational Skills', 'Time Management']",0
"LATER,Education,Instruction,""Communications Teachers, Postsecondary"",25-1122,51820,75250",,,,,,,"['Basic Accounting', 'Critical Thinking', 'Adaptability', 'Microsoft Office', 'Teamwork', 'Time Management']",0
"LATER,Education,Instruction,""English Language and Literature Teachers, Postsecondary"",25-1123,44510,76650",,,,,,,"['Basic Accounting', 'Microsoft Office', 'Scheduling', 'Organizational Skills', 'Time Management', 'Teamwork']",0
"LATER,Education,Instruction,""Foreign Language and Literature Teachers, Postsecondary"",25-1124,49640,76480",,,,,,,"['Microsoft Office', 'Basic Accounting', 'Organizational Skills', 'Adaptability', 'Time Management', 'Research']",1
"LATER,Education,Instruction,""History Teachers, Postsecondary"",25-1125,53250,79040",,,,,,,"['Organizational Skills', 'Adaptability', 'Teamwork', 'Resource Management']",0
"LATER,Education,Instruction,""Philosophy and Religion Teachers, Postsecondary"",25-1126,45050,70890",,,,,,,"['Microsoft Office', 'Time Management', 'Research', 'Resource Management', 'Adaptability', 'Organizational Skills']",1
LATER,Education,Instruction,Graduate Teaching Assistants,25-1191,19200.0,32680.0,"['Teamwork', 'Basic Accounting', 'Time Management', 'Critical Thinking']",0
"LATER,Education,Instruction,""Recreation & Fitness Studies Teachers, Postsec."",25-1193,54160,91490",,,,,,,"['Adaptability', 'Teamwork', 'Microsoft Office']",0
"LATER,Education,Instruction,""Vocational Education Teachers, Postsecondary"",25-1194,34510,49940",,,,,,,"['Customer Service', 'Scheduling', 'Basic Accounting']",0
"LATER,Education,Instruction,""Kindergarten Teachers, Except Special Education"",25-2012,41700,52700",,,,,,,"['Teamwork', 'Customer Service', 'Adaptability', 'Critical Thinking', 'Research']",1
"LATER,Education,Instruction,""Elementary School Teachers, Except Special Ed."",25-2021,38830,52700",,,,,,,"['Time Management', 'Adaptability', 'Organizational Skills', 'Teamwork']",0
"LATER,Education,Instruction,""Middle School Teachers, Except Special and Career/Technical Education"",25-2022,41120,52620",,,,,,,"['Microsoft Office', 'Organizational Skills', 'Critical Thinking', 'Customer Service', 'Adaptability', 'Research']",1
"LATER,Education,Instruction,""Secondary School Teachers, Except Special and Career/Technical Education"",25-2031,38600,51720",,,,,,,"['Time Management', 'Research', 'Scheduling']",1
"LATER,Education,Instruction,""Career/Technical Education Teachers, Secondary School"",25-2032,38110,50120",,,,,,,"['Communication', 'Organizational Skills', 'Scheduling', 'Basic Accounting', 'Resource Management', 'Microsoft Office']",0
"LATER,Education,Instruction,""Special Education Teachers, Preschool"",25-2051,20930,37180",,,,,,,"['Microsoft Office', 'Adaptability', 'Research', 'Resource Management', 'Organizational Skills']",1
"LATER,Education,Instruction,""Special Education Teachers, Kindergarten and Elementary School"",25-2052,38890,53910",,,,,,,"['Scheduling', 'Time Management', 'Organizational Skills', 'Customer Service', 'Adaptability']",0
"LATER,Education,Instruction,""Special Education Teachers, Middle School"",25-2053,40130,52630",,,,,,,"['Adaptability', 'Time Management', 'Organizational Skills', 'Research', 'Microsoft Office', 'Communication']",1
"LATER,Education,Instruction,""Special Education Teachers, Secondary School"",25-2054,36590,47250",,,,,,,"['Microsoft Office', 'Critical Thinking', 'Scheduling', 'Organizational Skills', 'Adaptability']",0
LATER,Education,Instruction,Adult Basic and Secondary Education and Literacy Teachers and Instructors,25-3011,36060.0,51300.0,"['Basic Accounting', 'Organizational Skills', 'Customer Service']",0
"NOW,Education,Professional Services,""Library Assistants, Clerical"",43-4121,18350,22580",,,,,,,"['Communication', 'Adaptability', 'Customer Service']",0
NEXT,Education,Professional Services,Library Technicians,25-4031,27550.0,35690.0,"['Adaptability', 'Customer Service', 'Teamwork']",0
NEXT,Education,Professional Services,Licensed Practical and Licensed Vocational Nurses,29-2061,35060.0,41180.0,"['Scheduling', 'Communication', 'Research', 'Customer Service', 'Microsoft Office', 'Time Management']",1
NEXT,Education,Professional Services,Occupational Therapy Assistants,31-2011,48870.0,57850.0,"['Resource Management', 'Teamwork', 'Research', 'Time Management', 'Microsoft Office']",1
NEXT,Education,Professional Services,Physical Therapist Assistants,31-2021,44210.0,53330.0,"['Organizational Skills', 'Basic Accounting', 'Communication', 'Research', 'Teamwork']",1
NEXT,Education,Professional Services,Medical Assistants,31-9092,26370.0,31370.0,"['Time Management', 'Scheduling', 'Organizational Skills', 'Customer Service']",0
"LATER,Education,Professional Services,""Clinical, Counseling, and School Psychologists"",19-3031,44980,64510",,,,,,,"['Organizational Skills', 'Communication', 'Basic Accounting']",0
"LATER,Education,Professional Services,""Educational, Guidance, School, and Vocational Counselors"",21-1012,36350,49610",,,,,,,"['Time Management', 'Communication', 'Research']",1
"LATER,Education,Professional Services,""Child, Family, and School Social Workers"",21-1021,31340,37050",,,,,,,"['Microsoft Office', 'Research', 'Organizational Skills']",1
LATER,Education,Professional Services,Librarians,25-4021,40110.0,53240.0,"['Customer Service', 'Organizational Skills', 'Resource Management']",0
LATER,Education,Professional Services,Instructional Coordinators,25-9031,39370.0,56280.0,"['Time Management', 'Organizational Skills', 'Customer Service', 'Research', 'Teamwork']",1
LATER,Education,Professional Services,Coaches and Scouts,27-2022,19430.0,43050.0,"['Scheduling', 'Communication', 'Microsoft Office', 'Organizational Skills']",0
LATER,Education,Professional Services,Interpreters and Translators,27-3091,38430.0,59660.0,"['Scheduling', 'Research', 'Teamwork']",1
LATER,Education,Professional Services,Occupational Therapists,29-1122,66540.0,77460.0,"['Time Management', 'Basic Accounting', 'Microsoft Office', 'Communication', 'Research']",1
LATER,Education,Professional Services,Physical Therapists,29-1123,67450.0,82710.0,"['Research', 'Adaptability', 'Microsoft Office', 'Time Management', 'Communication', 'Customer Service']",1
LATER,Education,Professional Services,Speech-Language Pathologists,29-1127,54370.0,74140.0,"['Resource Management', 'Communication', 'Adaptability', 'Scheduling', 'Organizational Skills', 'Teamwork']",0
LATER,Education,Professional Services,Registered Nurses,29-1141,50330.0,63300.0,"['Teamwork', 'Research', 'Basic Accounting', 'Customer Service', 'Resource Management', 'Scheduling']",1
NOW,Education,Support Services,Security Guards,33-9032,24700.0,36740.0,"['Adaptability', 'Time Management', 'Communication', 'Resource Management', 'Customer Service', 'Teamwork']",0
NOW,Education,Support Services,Crossing Guards,33-9091,25410.0,29150.0,"['Research', 'Critical Thinking', 'Time Management', 'Microsoft Office', 'Adaptability', 'Teamwork']",1
"NOW,Education,Support Services,""Cooks, Institution and Cafeteria"",35-2012,19200,24250",,,,,,,"['Organizational Skills', 'Teamwork', 'Adaptability', 'Communication']",0
NOW,Education,Support Services,Food Preparation Workers,35-2021,18220.0,21480.0,"['Time Management', 'Organizational Skills', 'Customer Service', 'Communication', 'Critical Thinking', 'Scheduling']",0
"NOW,Education,Support Services,""Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"",35-3022,17960,20180",,,,,,,"['Resource Management', 'Research', 'Time Management', 'Critical Thinking']",1
"NOW,Education,Support Services,""Janitors and Cleaners, Except Maids and Housekeeping Cleaners"",37-2011,20110,25670",,,,,,,"['Adaptability', 'Customer Service', 'Microsoft Office', 'Scheduling', 'Organizational Skills', 'Time Management']",0
NOW,Education,Support Services,Maids and Housekeeping Cleaners,37-2012,18870.0,22050.0,"['Adaptability', 'Microsoft Office', 'Customer Service', 'Scheduling']",0
NOW,Education,Support Services,Landscaping and Groundskeeping Workers,37-3011,22400.0,28650.0,"['Time Management', 'Adaptability', 'Communication', 'Basic Accounting', 'Teamwork', 'Resource Management']",0
NOW,Education,Support Services,Cashiers,41-2011,17890.0,21250.0,"['Time Management', 'Adaptability', 'Organizational Skills']",0
"NOW,Education,Support Services,""Bus Drivers, School or Special Client"",53-3022,21430,30280",,,,,,,"['Research', 'Basic Accounting', 'Microsoft Office', 'Communication', 'Critical Thinking']",1
NEXT,Education,Support Services,Food Service Managers,nov.51,34270.0,49980.0,"['Scheduling', 'Resource Management', 'Time Management']",0
NEXT,Education,Support Services,Audio and Video Equipment Technicians,27-4011,30790.0,41830.0,"['Critical Thinking', 'Customer Service', 'Research']",1
NEXT,Education,Support Services,First-Line Supervisors of Food Preparation and Serving Workers,35-1012,22280.0,30750.0,"['Microsoft Office', 'Critical Thinking', 'Scheduling']",0
NEXT,Education,Support Services,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,28280.0,38580.0,"['Communication', 'Time Management', 'Critical Thinking']",0
"NEXT,Education,Support Services,""Supervisors of Landscaping, Lawn Service & Groundskeeping Workers"",37-1012,36210,47030",,,,,,,"['Basic Accounting', 'Organizational Skills', 'Microsoft Office', 'Adaptability', 'Teamwork', 'Customer Service']",0
"NEXT,Education,Support Services,""Maintenance and Repair Workers, General"",49-9071,27790,38140",,,,,,,"['Scheduling', 'Basic Accounting', 'Teamwork', 'Adaptability']",0
LATER,Education,Support Services,General and Operations Managers,11-1021,57360.0,106730.0,"['Customer Service', 'Research', 'Adaptability', 'Critical Thinking', 'Communication']",1
NEXT,Energy,Engineering and Quality Control,Architectural and Civil Drafters,17-3011,38670.0,50970.0,"['Critical Thinking', 'Organizational Skills', 'Time Management', 'Scheduling', 'Basic Accounting']",0
NEXT,Energy,Engineering and Quality Control,Electrical and Electronics Drafters,17-3012,43610.0,55370.0,"['Basic Accounting', 'Scheduling', 'Customer Service', 'Resource Management', 'Organizational Skills']",0
NEXT,Energy,Engineering and Quality Control,Mechanical Drafters,17-3013,39640.0,51900.0,"['Time Management', 'Scheduling', 'Microsoft Office', 'Organizational Skills', 'Basic Accounting', 'Research']",1
NEXT,Energy,Engineering and Quality Control,Civil Engineering Technicians,17-3022,39480.0,51060.0,"['Microsoft Office', 'Adaptability', 'Resource Management']",0
NEXT,Energy,Engineering and Quality Control,Electrical and Electronic Engineering Technicians,17-3023,49320.0,62330.0,"['Adaptability', 'Customer Service', 'Time Management', 'Resource Management']",0
NEXT,Energy,Engineering and Quality Control,Environmental Engineering Technicians,17-3025,31440.0,43840.0,"['Basic Accounting', 'Customer Service', 'Scheduling']",0
NEXT,Energy,Engineering and Quality Control,Industrial Engineering Technicians,17-3026,42650.0,61840.0,"['Critical Thinking', 'Organizational Skills', 'Teamwork', 'Adaptability', 'Resource Management']",0
NEXT,Energy,Engineering and Quality Control,Mechanical Engineering Technicians,17-3027,37960.0,53490.0,"['Organizational Skills', 'Basic Accounting', 'Time Management', 'Customer Service', 'Resource Management']",0
LATER,Energy,Engineering and Quality Control,Architectural and Engineering Managers,nov.41,106270.0,135440.0,"['Adaptability', 'Basic Accounting', 'Research', 'Teamwork', 'Time Management', 'Critical Thinking']",1
LATER,Energy,Engineering and Quality Control,Civil Engineers,17-2051,61710.0,85090.0,"['Research', 'Time Management', 'Resource Management', 'Scheduling']",1
LATER,Energy,Engineering and Quality Control,Electrical Engineers,17-2071,73490.0,94530.0,"['Research', 'Customer Service', 'Adaptability']",1
LATER,Energy,Engineering and Quality Control,Environmental Engineers,17-2081,55490.0,75570.0,"['Microsoft Office', 'Time Management', 'Teamwork', 'Communication', 'Basic Accounting']",0
LATER,Energy,Engineering and Quality Control,Industrial Engineers,17-2112,65960.0,86620.0,"['Communication', 'Basic Accounting', 'Time Management', 'Microsoft Office', 'Scheduling', 'Teamwork']",0
LATER,Energy,Engineering and Quality Control,Mechanical Engineers,17-2141,66350.0,86360.0,"['Customer Service', 'Communication', 'Microsoft Office', 'Research']",1
NEXT,Energy,Production,Electricians,47-2111,46530.0,61630.0,"['Organizational Skills', 'Basic Accounting', 'Time Management', 'Research']",1
NEXT,Energy,Production,Sheet Metal Workers,47-2211,38160.0,63400.0,"['Resource Management', 'Microsoft Office', 'Customer Service']",0
"NEXT,Energy,Production,""Electrical and Electronics Repairers, Commercial and Industrial Equipment"",49-2094,39410,52870",,,,,,,"['Critical Thinking', 'Teamwork', 'Customer Service', 'Microsoft Office']",0
NEXT,Energy,Production,Industrial Machinery Mechanics,49-9041,40560.0,54310.0,"['Communication', 'Time Management', 'Microsoft Office', 'Adaptability']",0
NEXT,Energy,Production,First-Line Supervisors of Production and Operating Workers,51-1011,41920.0,57630.0,"['Organizational Skills', 'Research', 'Time Management', 'Basic Accounting', 'Teamwork', 'Resource Management']",1
"NEXT,Energy,Production,""Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"",51-4012,39610,51140",,,,,,,"['Adaptability', 'Time Management', 'Scheduling', 'Research', 'Communication', 'Microsoft Office']",1
NEXT,Energy,Production,Machinists,51-4041,32850.0,44660.0,"['Microsoft Office', 'Communication', 'Basic Accounting', 'Teamwork']",0
NEXT,Energy,Production,Chemical Plant and System Operators,51-8091,57280.0,68280.0,"['Critical Thinking', 'Customer Service', 'Resource Management']",0
NEXT,Energy,Production,Semiconductor Processors,51-9141,27840.0,36300.0,"['Customer Service', 'Research', 'Communication']",1
LATER,Energy,Production,Industrial Production Managers,nov.51,71430.0,101000.0,"['Basic Accounting', 'Resource Management', 'Research', 'Microsoft Office', 'Critical Thinking']",1
LATER,Energy,Production,Occupational Health and Safety Specialists,29-9011,48330.0,66990.0,"['Resource Management', 'Microsoft Office', 'Critical Thinking', 'Communication', 'Research', 'Teamwork']",1
NOW,Financial and Professional,Business Operations,Receptionists and Information Clerks,43-4171,21040.0,26600.0,"['Communication', 'Customer Service', 'Organizational Skills', 'Microsoft Office', 'Scheduling']",0
NOW,Financial and Professional,Business Operations,Data Entry Keyers,43-9021,26100.0,30830.0,"['Organizational Skills', 'Resource Management', 'Customer Service', 'Basic Accounting', 'Scheduling']",0
